COMPENSATION_ID,PERIOD_START,PERIOD_END,LOBBYIST_ID,LOBBYIST_FIRST_NAME,LOBBYIST_MIDDLE_INITIAL,LOBBYIST_LAST_NAME,COMPENSATION_AMOUNT,CLIENT_ID,CLIENT_NAME,CREATED_DATE
666529935,01/01/2020,03/31/2020,3847,GRAHAM,C,GRADY,2500.00,3785838811,SMASH INTERACTIVE LLC,12/08/2020
3462163126,07/01/2020,09/30/2020,3847,GRAHAM,C,GRADY,1500.00,890520213,"SEAWAY CHATHAM, LLC",12/08/2020
3275154715,04/01/2020,06/30/2020,3847,GRAHAM,C,GRADY,8000.00,1475880923,NORTH LAWNDALE EMPLOYMENT NETWORK,12/08/2020
1375288418,07/01/2020,09/30/2020,3847,GRAHAM,C,GRADY,3500.00,1955590433,"PDI MEDICAL III, LLC",12/08/2020
3466400189,04/01/2020,06/30/2020,3847,GRAHAM,C,GRADY,1500.00,3844163383,AQUINNAH INVESTMENT TRUST,12/08/2020
1185799843,07/01/2020,09/30/2020,3847,GRAHAM,C,GRADY,4500.00,1822567502,BY THE HAND CLUB FOR KIDS,12/08/2020
127555714,01/01/2020,03/31/2020,3847,GRAHAM,C,GRADY,250.00,3966449363,HUDSON MICHIGAN AVENUE LLC,12/08/2020
4237428886,04/01/2020,06/30/2020,3847,GRAHAM,C,GRADY,2500.00,3785838811,SMASH INTERACTIVE LLC,12/08/2020
1407598199,01/01/2020,03/31/2020,3847,GRAHAM,C,GRADY,2000.00,310896985,CHICAGO HOPE ACADEMY,12/08/2020
2310376368,01/01/2020,03/31/2020,4160,EDWARD,J,KUS,900.00,3795299976,THE ONNI GROUP,12/08/2020
3867464959,01/01/2020,03/31/2020,3847,GRAHAM,C,GRADY,5000.00,3867521979,CHICAGO LIONS CHARITABLE ASSOCIATION,12/08/2020
666529935,01/01/2020,03/31/2020,3847,GRAHAM,C,GRADY,2500.00,1822567502,BY THE HAND CLUB FOR KIDS,12/08/2020
3993392864,07/01/2020,09/30/2020,3847,GRAHAM,C,GRADY,2000.00,3867521979,CHICAGO LIONS CHARITABLE ASSOCIATION,12/08/2020
3993392864,07/01/2020,09/30/2020,3847,GRAHAM,C,GRADY,2000.00,1192418536,SWEDISH HOSPITAL,12/08/2020
4287835748,01/01/2020,03/31/2020,3847,GRAHAM,C,GRADY,1000.00,2530097967,NATIONAL SHOPPING PLAZAS INC,12/08/2020
3466400189,04/01/2020,06/30/2020,3847,GRAHAM,C,GRADY,1500.00,2889267022,TOWER 10 GLADES LLC,12/08/2020
4287835748,01/01/2020,03/31/2020,3847,GRAHAM,C,GRADY,1000.00,879320182,"PACE PROPERTY GROUP, LLC",12/08/2020
2996495707,04/01/2020,06/30/2020,3847,GRAHAM,C,GRADY,2000.00,310896985,CHICAGO HOPE ACADEMY,12/08/2020
4237428886,04/01/2020,06/30/2020,3847,GRAHAM,C,GRADY,2500.00,3867521979,CHICAGO LIONS CHARITABLE ASSOCIATION,12/08/2020
557879243,01/01/2020,03/31/2020,3847,GRAHAM,C,GRADY,1500.00,2889267022,TOWER 10 GLADES LLC,12/08/2020
488548203,04/01/2020,06/30/2020,3847,GRAHAM,C,GRADY,5000.00,1822567502,BY THE HAND CLUB FOR KIDS,12/08/2020
277974705,04/01/2020,06/30/2020,3847,GRAHAM,C,GRADY,500.00,453116790,"MAIN THIRD BOWL, LLC",12/08/2020
1185799843,07/01/2020,09/30/2020,3847,GRAHAM,C,GRADY,4500.00,3785838811,SMASH INTERACTIVE LLC,12/08/2020
4041089023,01/01/2020,03/31/2020,3847,GRAHAM,C,GRADY,3000.00,1475880923,NORTH LAWNDALE EMPLOYMENT NETWORK,12/08/2020
2773907861,10/01/2019,12/31/2019,24582,GINA,M,CARUSO,4500.00,3326386366,OAK STREET COUNCIL,04/02/2020
2488073513,10/01/2019,12/31/2019,20603,MELIA,,CARTER,250.00,47848937,VERIZON,01/04/2020
1072845131,01/01/2020,03/31/2020,12721,JORDAN,,MATYAS,4000.00,1489027208,CHICAGO VOICE AND DATA AUTHORITY,12/10/2020
2335902936,07/01/2020,09/30/2020,16501,REYAHD,,KAZMI,5000.00,3143683800,PROXIMA MANAGEMENT,12/10/2020
3061938124,01/01/2020,03/31/2020,4003,SCOTT,E,SAEF,436.00,2211865845,COMMUTER RAIL DIVISION OF THE RTA (METRA),12/10/2020
2972445854,01/01/2020,03/31/2020,12721,JORDAN,,MATYAS,500.00,1815455515,FREE FROM HARM,12/10/2020
4041089023,01/01/2020,03/31/2020,16501,REYAHD,,KAZMI,3000.00,3744399402,"MONTERREY SECURITY CONSULTANTS, INC.",12/10/2020
305896644,01/01/2020,03/31/2020,12721,JORDAN,,MATYAS,6000.00,2939591381,"CATALYST CONSULTING GROUP, INC.",12/10/2020
4237428886,04/01/2020,06/30/2020,16501,REYAHD,,KAZMI,2500.00,2534105617,"AGPD PAVING, LLC DBA CARDI ASPHALT",12/10/2020
4287835748,01/01/2020,03/31/2020,12721,JORDAN,,MATYAS,1000.00,3441035479,YESHIVA GEDOLA OF THE MIDWEST,12/10/2020
488548203,04/01/2020,06/30/2020,16501,REYAHD,,KAZMI,5000.00,3744399402,"MONTERREY SECURITY CONSULTANTS, INC.",12/10/2020
2335902936,07/01/2020,09/30/2020,16501,REYAHD,,KAZMI,5000.00,3744399402,"MONTERREY SECURITY CONSULTANTS, INC.",12/10/2020
530208416,01/01/2020,03/31/2020,4003,SCOTT,E,SAEF,13336.50,3155112451,THE BARACK OBAMA FOUNDATION,12/10/2020
2972445854,01/01/2020,03/31/2020,12721,JORDAN,,MATYAS,500.00,913408124,HUMANE SOCIETY OF THE UNITED STATES,12/10/2020
169462881,04/01/2020,06/30/2020,4003,SCOTT,E,SAEF,1479.00,3155112451,THE BARACK OBAMA FOUNDATION,12/10/2020
460429841,07/01/2020,09/30/2020,4003,SCOTT,E,SAEF,109.00,2211865845,COMMUTER RAIL DIVISION OF THE RTA (METRA),12/10/2020
1367886978,04/01/2020,06/30/2020,20567,LINDSAY,,ANDERSON,6000.00,1215727911,"BIRD RIDES, INC.",07/22/2020
274685648,07/01/2020,09/30/2020,20567,LINDSAY,,ANDERSON,21000.00,3688142355,WINDY CITY CANNABIS,09/29/2020
2906389849,04/01/2020,06/30/2020,20567,LINDSAY,,ANDERSON,15000.00,761885441,CHICAGO COMMUNITY TRUST,07/22/2020
888945015,07/01/2020,09/30/2020,4269,PEDRO,,CERVANTES,120.00,2998171419,"DEL TORO, LLC",12/14/2020
1517062386,04/01/2020,06/30/2020,20567,LINDSAY,,ANDERSON,30000.00,1463507892,"SPOTHERO, INC.",07/22/2020
602754099,07/01/2020,09/30/2020,4269,PEDRO,,CERVANTES,90.00,2022103865,"MOONLIGHT STUDIONS, INC.",12/14/2020
274685648,07/01/2020,09/30/2020,20567,LINDSAY,,ANDERSON,21000.00,3473684911,ALIGHT SOLUTIONS LLC,09/29/2020
549891089,04/01/2020,06/30/2020,20567,LINDSAY,,ANDERSON,21000.00,3473684911,ALIGHT SOLUTIONS LLC,07/22/2020
549891089,04/01/2020,06/30/2020,20567,LINDSAY,,ANDERSON,21000.00,3688142355,WINDY CITY CANNABIS,07/22/2020
3730311223,04/01/2020,06/30/2020,18822,JOHN,A,ESCOBAR,2496.00,1718157176,"CWAZ, LLC",12/15/2020
1935137133,01/01/2020,03/31/2020,18822,JOHN,A,ESCOBAR,1564.00,1718157176,"CWAZ, LLC",12/15/2020
3612277037,01/01/2020,03/31/2020,18822,JOHN,A,ESCOBAR,1300.00,3490042272,FROYLAND GARCIA AND ROSA GARCIA,12/15/2020
735958868,01/01/2020,03/31/2020,18822,JOHN,A,ESCOBAR,1492.00,3919248602,2615 JD PLACE LLC,12/15/2020
1473164291,04/01/2020,06/30/2020,18822,JOHN,A,ESCOBAR,130.00,2482211545,"CWAZ, LLC",12/15/2020
378101862,01/01/2020,03/31/2020,18822,JOHN,A,ESCOBAR,1778.00,3783668665,"CWAZ, LLC",12/15/2020
971688794,01/01/2020,03/31/2020,18822,JOHN,A,ESCOBAR,1076.00,2482211545,"CWAZ, LLC",12/15/2020
2125587064,01/01/2020,03/31/2020,18822,JOHN,A,ESCOBAR,1596.00,979362471,2614-16 JD STREET LLC,12/15/2020
1580360181,07/01/2020,09/30/2020,18822,JOHN,A,ESCOBAR,312.00,2022103865,"MOONLIGHT STUDIONS, INC.",12/15/2020
624608727,07/01/2020,09/30/2020,18822,JOHN,A,ESCOBAR,260.00,2656227279,"DEL SOL, LLC",12/15/2020
1675499823,10/01/2020,12/31/2020,4080,SAMUEL,J,POLSKY,1000.00,306923270,BLOMMER CHOCOLATE COMPANY,12/18/2020
500106834,10/01/2020,12/31/2020,12641,JON,,ROSENBLATT,15000.00,1302081557,INTERNATIONAL CODE COUNCIL,12/18/2020
2678810888,10/01/2020,12/31/2020,21521,JONAH,,SIEGELLAK,21000.00,2378454358,GRANICUS,12/18/2020
998333350,10/01/2020,12/31/2020,24145,TOM,,GRAY,9000.00,3659735445,YATES ENTERPRISES,12/18/2020
55591947,10/01/2020,12/31/2020,23928,JAMES,,SHEAHAN,12000.00,233387144,GLENWOOD ACADEMY,12/18/2020
542449727,10/01/2020,12/31/2020,3795,JOHN,T,O'CONNELL,2500.00,1365888,CIGAR ASSN. OF AMERICA,12/18/2020
1769987800,10/01/2020,12/31/2020,4406,TED,,HAMER,400.00,4067158512,KPMG LLP,12/18/2020
1861135989,10/01/2020,12/31/2020,24175,FREDERICK,M,SMITH,1500.00,3215222519,UCAN,12/18/2020
998333350,10/01/2020,12/31/2020,23928,JAMES,,SHEAHAN,9000.00,3659735445,YATES ENTERPRISES,12/18/2020
1675499823,10/01/2020,12/31/2020,4333,CLINT,V,BROWN,1000.00,2763434576,LOCAL 881UNITED FOOD AND COMMERCIAL WORKERS,12/18/2020
55591947,10/01/2020,12/31/2020,24145,TOM,,GRAY,12000.00,233387144,GLENWOOD ACADEMY,12/18/2020
390858425,10/01/2020,12/31/2020,24845,DANIELLA,,PEREIRA,30.00,565563526,OPENLANDS,12/18/2020
3139580360,10/01/2020,12/31/2020,24175,FREDERICK,M,SMITH,6000.00,857705297,RAI SERVICES CO.,12/18/2020
542449727,10/01/2020,12/31/2020,10821,JAMES,R,WATSON,2500.00,3617168447,ILLINOIS PETROLEUM COUNCIL,12/18/2020
623718998,10/01/2020,12/31/2020,3851,TIMOTHY,A,TAYLOR,50.00,3445752701,ELECTRICAL CONTRACTORS' ASSOCIATION OF CITY OF CHICAGO (ECA),12/18/2020
2271195342,04/01/2020,06/30/2020,4126,MICHAEL,A,ALVAREZ,9500.00,637626330,"UNQORK, INC",12/20/2020
326446974,07/01/2020,09/30/2020,4126,MICHAEL,A,ALVAREZ,6000.00,857705297,RAI SERVICES CO.,12/20/2020
488548203,04/01/2020,06/30/2020,4126,MICHAEL,A,ALVAREZ,5000.00,1400952891,"SERVERFARM, LLC",12/20/2020
3867464959,01/01/2020,03/31/2020,4126,MICHAEL,A,ALVAREZ,5000.00,1400952891,"SERVERFARM, LLC",12/20/2020
881597267,07/01/2020,09/30/2020,4126,MICHAEL,A,ALVAREZ,7500.00,1247532477,MCDONALD'S CORPORATION,12/20/2020
2109262256,01/01/2020,03/31/2020,4126,MICHAEL,A,ALVAREZ,7500.00,1247532477,MCDONALD'S CORPORATION,12/20/2020
1072845131,01/01/2020,03/31/2020,4126,MICHAEL,A,ALVAREZ,4000.00,756297696,AMERICAN CHEMISTRY COUNCIL,12/20/2020
1176924119,07/01/2020,09/30/2020,4126,MICHAEL,A,ALVAREZ,5500.00,637626330,"UNQORK, INC",12/20/2020
2518329786,04/01/2020,06/30/2020,4126,MICHAEL,A,ALVAREZ,7500.00,1247532477,MCDONALD'S CORPORATION,12/20/2020
2518329786,04/01/2020,06/30/2020,4126,MICHAEL,A,ALVAREZ,7500.00,1735792281,"UBER TECHNOLOGIES, INC.",12/20/2020
2518329786,04/01/2020,06/30/2020,4126,MICHAEL,A,ALVAREZ,7500.00,4125063456,HEINEMANN AMERICAS,12/20/2020
488548203,04/01/2020,06/30/2020,4126,MICHAEL,A,ALVAREZ,5000.00,1535344398,STERLING BAY COMPANIES,12/20/2020
2109262256,01/01/2020,03/31/2020,4126,MICHAEL,A,ALVAREZ,7500.00,1735792281,"UBER TECHNOLOGIES, INC.",12/20/2020
1626140892,01/01/2020,03/31/2020,4126,MICHAEL,A,ALVAREZ,10000.00,637626330,"UNQORK, INC",12/20/2020
1626140892,01/01/2020,03/31/2020,4126,MICHAEL,A,ALVAREZ,10000.00,2839934062,OTG MANAGEMENT,12/20/2020
2147597218,07/01/2020,09/30/2020,4126,MICHAEL,A,ALVAREZ,4000.00,756297696,AMERICAN CHEMISTRY COUNCIL,12/20/2020
2109262256,01/01/2020,03/31/2020,4126,MICHAEL,A,ALVAREZ,7500.00,4125063456,HEINEMANN AMERICAS,12/20/2020
1740977650,04/01/2020,06/30/2020,4126,MICHAEL,A,ALVAREZ,4000.00,756297696,AMERICAN CHEMISTRY COUNCIL,12/20/2020
1367886978,04/01/2020,06/30/2020,4126,MICHAEL,A,ALVAREZ,6000.00,717945717,"SUPERIOR AIR-GROUND AMBULANCE SERVICE, INC",12/20/2020
1856657468,04/01/2020,06/30/2020,4169,MARIAH,F.,DIGRINO,3000.00,3304786455,"CHICAGO NEIGHBORHOOD INITIATIVES, INC.",12/21/2020
3867464959,01/01/2020,03/31/2020,4169,MARIAH,F.,DIGRINO,5000.00,2912587071,GOLUB & CO.,12/21/2020
1861135989,10/01/2020,12/31/2020,22722,CRYSTAL,,OLSEN,1500.00,3841097404,ADVOCATE HEALTH CARE,12/21/2020
3196080997,07/01/2020,09/30/2020,4169,MARIAH,F.,DIGRINO,3000.00,3304786455,"CHICAGO NEIGHBORHOOD INITIATIVES, INC.",12/21/2020
488548203,04/01/2020,06/30/2020,4169,MARIAH,F.,DIGRINO,5000.00,123802561,CIM,12/21/2020
666529935,01/01/2020,03/31/2020,4169,MARIAH,F.,DIGRINO,2500.00,512839136,CRESCENT HEIGHTS,12/21/2020
488548203,04/01/2020,06/30/2020,4169,MARIAH,F.,DIGRINO,5000.00,4200067185,601 W COMPANIES,12/21/2020
2335902936,07/01/2020,09/30/2020,4169,MARIAH,F.,DIGRINO,5000.00,123802561,CIM,12/21/2020
4041089023,01/01/2020,03/31/2020,4169,MARIAH,F.,DIGRINO,3000.00,84233884,"NAVY PIER, INC.",12/21/2020
2335902936,07/01/2020,09/30/2020,4169,MARIAH,F.,DIGRINO,5000.00,2912587071,GOLUB & CO.,12/21/2020
2335902936,07/01/2020,09/30/2020,4169,MARIAH,F.,DIGRINO,5000.00,3843756197,GRIT CHICAGO LLC,12/21/2020
3196080997,07/01/2020,09/30/2020,4169,MARIAH,F.,DIGRINO,3000.00,84233884,"NAVY PIER, INC.",12/21/2020
689212902,10/01/2020,12/31/2020,20561,JAMES,J.,LASKI,18000.00,3349557724,THE CONCORD GROUP,12/21/2020
3867464959,01/01/2020,03/31/2020,4169,MARIAH,F.,DIGRINO,5000.00,123802561,CIM,12/21/2020
3867464959,01/01/2020,03/31/2020,4169,MARIAH,F.,DIGRINO,5000.00,4200067185,601 W COMPANIES,12/21/2020
4041089023,01/01/2020,03/31/2020,4169,MARIAH,F.,DIGRINO,3000.00,2874568702,AMTRUST REALTY CORP.,12/21/2020
2335902936,07/01/2020,09/30/2020,4169,MARIAH,F.,DIGRINO,5000.00,4200067185,601 W COMPANIES,12/21/2020
3196080997,07/01/2020,09/30/2020,4169,MARIAH,F.,DIGRINO,3000.00,2874568702,AMTRUST REALTY CORP.,12/21/2020
2344052145,10/01/2020,12/31/2020,24796,STACY,,MOORE,67.38,3083112841,EDUCATORS FOR EXCELLENCE,12/21/2020
1856657468,04/01/2020,06/30/2020,4169,MARIAH,F.,DIGRINO,3000.00,84233884,"NAVY PIER, INC.",12/21/2020
1675499823,10/01/2020,12/31/2020,3900,NICOLAS,,CLOCHARD-BOSSUET,1000.00,2721525197,"INTERSTATE JCDECAUX, LLC",12/21/2020
1211594568,10/01/2020,12/31/2020,3857,ROBERT,J,REPEL,900.00,1752576131,BRADFORD AIRPORT LOGISTICS,12/21/2020
1374031136,10/01/2020,12/31/2020,3900,NICOLAS,,CLOCHARD-BOSSUET,650.00,3023557160,"JCDECAUX NORTH AMERICA, INC",12/21/2020
2247419528,07/01/2020,09/30/2020,4169,MARIAH,F.,DIGRINO,2500.00,512839136,CRESCENT HEIGHTS,12/21/2020
4237428886,04/01/2020,06/30/2020,4169,MARIAH,F.,DIGRINO,2500.00,512839136,CRESCENT HEIGHTS,12/21/2020
4041089023,01/01/2020,03/31/2020,4169,MARIAH,F.,DIGRINO,3000.00,3304786455,"CHICAGO NEIGHBORHOOD INITIATIVES, INC.",12/21/2020
1856657468,04/01/2020,06/30/2020,4169,MARIAH,F.,DIGRINO,3000.00,2874568702,AMTRUST REALTY CORP.,12/21/2020
488548203,04/01/2020,06/30/2020,4169,MARIAH,F.,DIGRINO,5000.00,2912587071,GOLUB & CO.,12/21/2020
2291763795,10/01/2020,12/31/2020,20481,DEBBIE,,LAKAMP,570.00,3184574837,ILLINOIS STATE VETERINARY MEDICAL ASSOCIATION,12/22/2020
3882025793,10/01/2020,12/31/2020,24735,JOHN,P,BALDWIN,562.50,359838017,IAC GOOSE ISLAND LLC,12/24/2020
1675499823,10/01/2020,12/31/2020,24876,RACHEL,,DELEVIE-OREY,1000.00,2395483544,"AIRBNB, INC.",12/24/2020
3167664643,10/01/2020,12/31/2020,5861,THOMAS,S,MOORE,5001.10,1911893145,"KERIBAR, ALAN",12/28/2020
4180534900,10/01/2020,12/31/2020,5861,THOMAS,S,MOORE,7264.60,901218199,"BONEY, TOM",12/28/2020
3014740346,10/01/2019,12/31/2019,4069,STEVEN,D,FRIEDLAND,2000.00,3741694369,"CRM PROPERTIES GROUP, LTD",01/10/2020
2516256024,10/01/2020,12/31/2020,5861,THOMAS,S,MOORE,164.30,2058250143,"HARRIS, JODI",12/28/2020
3676654364,10/01/2020,12/31/2020,5861,THOMAS,S,MOORE,12661.50,3725207182,"CUI, CHARLES",12/28/2020
202055171,10/01/2020,12/31/2020,5861,THOMAS,S,MOORE,590.00,22258972,"FISHER, DOUG",12/28/2020
2818500605,10/01/2020,12/31/2020,5861,THOMAS,S,MOORE,2988.70,2296370413,"GRAHAM, THOMAS",12/28/2020
927186901,10/01/2020,12/31/2020,5861,THOMAS,S,MOORE,887.50,666874907,"NELSON, GEORGE",12/28/2020
1675499823,10/01/2020,12/31/2020,5861,THOMAS,S,MOORE,1000.00,2020060574,"PATEL, NICK",12/28/2020
357510091,10/01/2020,12/31/2020,5861,THOMAS,S,MOORE,4039.26,2760428710,"SUTHERLAND, MARK",12/28/2020
2361740072,10/01/2020,12/31/2020,5861,THOMAS,S,MOORE,6969.15,756373414,"PAPPAS, DANIEL",12/28/2020
2762865337,10/01/2020,12/31/2020,5861,THOMAS,S,MOORE,1106.25,3217040529,"PATEL, BRIJESH",12/28/2020
3105239931,10/01/2020,12/31/2020,5861,THOMAS,S,MOORE,5006.02,4003696455,"DALY, CONOR",12/28/2020
2493965997,10/01/2020,12/31/2020,5861,THOMAS,S,MOORE,3318.75,505362720,"WESTPHAL, CHUCK",12/28/2020
3090204486,10/01/2020,12/31/2020,5861,THOMAS,S,MOORE,1548.75,613495904,"SCHAYER, HARRY",12/28/2020
2071202701,10/01/2020,12/31/2020,5861,THOMAS,S,MOORE,1206.40,2687690411,"ELLIOTT, WILLIAM",12/28/2020
1861135989,10/01/2020,12/31/2020,5861,THOMAS,S,MOORE,1500.00,3817761587,"BRICKHOUSE, WILLIE",12/28/2020
3914408761,10/01/2020,12/31/2020,5861,THOMAS,S,MOORE,4041.25,3094756529,"CANDEA, ALAN",12/28/2020
2397437293,10/01/2020,12/31/2020,5861,THOMAS,S,MOORE,5084.25,3265957820,"WALSH, CHRISTOPHER",12/28/2020
2895708439,10/01/2020,12/31/2020,5861,THOMAS,S,MOORE,6299.75,3063697610,"SHEPARD, ZACH",12/28/2020
542449727,10/01/2020,12/31/2020,24671,JUDY,,GOLD,2500.00,2148425495,AMERICAN AIRLINES,12/29/2020
1675499823,10/01/2020,12/31/2020,6164,GABRIELLE,,BRUSSEL,1000.00,2349450331,"INTERSTATE JCDECAUX, LLC",12/30/2020
2890394314,10/01/2020,12/31/2020,22741,DAVID,,CUSHING,100.00,2723655450,CROWN CASTLE,12/30/2020
2576949792,10/01/2020,12/31/2020,6164,GABRIELLE,,BRUSSEL,2000.00,3481189951,"JCDECAUX CHICAGO, LLC",12/30/2020
2640176946,01/01/2020,03/31/2020,4397,WARREN,E,SILVER,1185.00,3534965197,"DANIEL, ROGER",12/31/2020
2643363830,01/01/2020,03/31/2020,4397,WARREN,E,SILVER,592.50,677532906,HAYES PROPERTIES,12/31/2020
2346091421,10/01/2020,12/31/2020,3837,MICHAEL,P,CIACCIO,4000.00,4051249421,TEAMSTERS JOINT COUNCIL 25,12/31/2020
2755812669,01/01/2020,03/31/2020,4397,WARREN,E,SILVER,2567.50,1989693027,DAVID LEE HINKAMP,12/31/2020
2503466849,01/01/2020,03/31/2020,4397,WARREN,E,SILVER,1777.50,2404258645,ALEJANDRA AREVALO,12/31/2020
2147597218,07/01/2020,09/30/2020,4397,WARREN,E,SILVER,4000.00,1180336563,BERGER GENERAL CONTRACTING LLC,12/31/2020
3701239214,04/01/2020,06/30/2020,4397,WARREN,E,SILVER,2864.00,2404258645,ALEJANDRA AREVALO,12/31/2020
2064616334,04/01/2020,06/30/2020,4397,WARREN,E,SILVER,4246.00,677532906,HAYES PROPERTIES,12/31/2020
1919715130,10/01/2020,12/31/2020,4020,JAY,D,DOHERTY,3000.00,740785577,"AECOM USA, INC.",12/31/2020
1846461298,07/01/2020,09/30/2020,4397,WARREN,E,SILVER,197.50,3205147793,HLD CAPITAL MANAGEMENT,12/31/2020
2047060652,07/01/2020,09/30/2020,4397,WARREN,E,SILVER,1777.50,677532906,HAYES PROPERTIES,12/31/2020
3139580360,10/01/2020,12/31/2020,13761,MICHAEL,,AXELROD,6000.00,572628629,VILLAGE OF FOREST PARK,01/01/2021
3541542618,10/01/2020,12/31/2020,13761,MICHAEL,,AXELROD,8000.00,417035800,AUNT MARTHA�S HEALTH & WELLNESS,01/01/2021
998333350,10/01/2020,12/31/2020,13761,MICHAEL,,AXELROD,9000.00,2258613882,"LAZ PARKING CHICAGO, LLC",01/01/2021
2392332891,10/01/2020,12/31/2020,13761,MICHAEL,,AXELROD,5000.00,665495313,JC RESTORATION,01/01/2021
990313458,10/01/2020,12/31/2020,13761,MICHAEL,,AXELROD,24000.00,3797491347,"AXON ENTERPRISE, INC.",01/01/2021
2576949792,10/01/2020,12/31/2020,23782,ALAN,P,ALLEGRETTO,2000.00,2197847252,UNIVERSAL BOOT INC,01/01/2021
1246057368,10/01/2020,12/31/2020,13761,MICHAEL,,AXELROD,7500.00,2324838230,KATES DETECTIVE AGENCY,01/01/2021
1446706619,10/01/2020,12/31/2020,13761,MICHAEL,,AXELROD,16000.00,211676529,CRESCO LABS LLC,01/01/2021
3541542618,10/01/2020,12/31/2020,13761,MICHAEL,,AXELROD,8000.00,2308858236,OLD VETERAN CONSTRUCTION,01/01/2021
312007828,10/01/2020,12/31/2020,13761,MICHAEL,,AXELROD,25000.00,2282585310,THE UNIVERSITY OF CHICAGO MEDICAL CENTER,01/01/2021
1329051830,10/01/2020,12/31/2020,24739,MICHAEL,,MIAZGA,865.00,3581275936,"AMI GROUP, LLC",01/02/2021
3877133961,10/01/2020,12/31/2020,21846,CURT,A,FIEDLER,16500.00,3029286007,ILLINOIS PET LOVERS ASSOCIATION,01/02/2021
3541542618,10/01/2020,12/31/2020,21846,CURT,A,FIEDLER,8000.00,3448728419,MIDWEST INDEPENDENT RETAILERS ASSOCIATION,01/02/2021
2576949792,10/01/2020,12/31/2020,24931,FARZIN,,PARANG,2000.00,2052982223,BUILDING OWNERS AND MANAGERS ASSOCIATION OF CHICAGO (BOMA/CHICAGO),01/03/2021
998333350,10/01/2020,12/31/2020,3836,JOHN,A,DOERRER,9000.00,4161550459,ILLINOIS PETROLEUM COUNCIL,01/04/2021
3071482911,10/01/2020,12/31/2020,24221,KELLY,,EICKENHORST,4714.00,2992711528,AMERICAN AIRLINES,01/04/2021
216694852,10/01/2020,12/31/2020,23801,JILL,,RITCHIE,110.00,1104983613,PLS FINANCIAL SERVICES,01/04/2021
1098460993,10/01/2020,12/31/2020,24223,ALLISON,,CLEMENTS,161.44,2289941869,ILLINOIS HOUSING COUNCIL,01/04/2021
